Calorias,Tiempo,Peso,Velocidad
456.8,29.7,64.8,13.7
343.5,23.8,65.0,12.9
785.5,71.5,70.3,9.0
565.8,63.1,55.3,9.4
411.7,26.9,61.1,14.5
186.4,10.2,77.6,13.7
246.7,16.5,64.4,13.4
450.7,31.8,69.7,11.8
464.3,30.2,76.5,11.7
717.4,39.0,89.1,12.0
602.8,76.1,49.4,9.3
559.7,42.0,61.6,12.5
485.0,39.9,53.8,13.1
108.7,9.2,55.3,12.3
620.6,71.1,48.0,10.5
336.0,19.8,77.0,12.7
288.5,22.7,67.9,10.9
223.5,15.7,60.1,13.7
633.1,40.4,73.3,12.4
909.6,47.2,72.0,15.5
842.4,62.3,74.3,10.5
328.3,22.2,61.5,13.9
770.3,78.9,57.2,9.9
360.1,32.0,68.2,9.6
814.0,51.1,89.7,10.3
323.9,20.6,74.4,12.2
764.6,39.6,86.8,12.9
617.4,40.2,63.7,14.0
740.3,69.4,68.3,9.0
640.2,47.7,63.2,12.3
561.7,32.5,72.4,13.8
460.9,26.2,69.1,14.8
578.5,41.4,67.8,11.9
838.1,67.6,73.7,9.8
744.5,34.9,79.2,15.6
789.0,56.8,60.7,13.3
815.5,62.4,75.5,10.0
799.5,44.5,66.0,15.8
292.9,23.7,61.9,11.6
169.3,17.2,58.1,9.8
823.8,48.0,73.2,13.6
386.3,33.8,64.6,10.3
441.5,23.7,75.6,14.3
227.3,13.1,65.1,15.4
361.1,27.2,63.3,12.1
453.8,23.9,80.6,13.7
202.4,14.2,52.7,15.6
889.8,80.3,60.1,10.7
516.8,27.4,77.9,14.0
154.3,12.6,55.0,12.9
975.0,63.0,67.9,13.2
673.9,40.2,72.7,13.3
71.9,5.3,58.4,13.5
618.2,39.6,68.1,13.3
627.7,42.4,69.5,12.3
249.5,12.3,78.6,14.9
947.8,74.1,77.1,9.6
1321.0,62.1,89.6,13.7
999.2,55.5,68.4,15.2
1004.5,58.9,66.8,14.8
411.7,30.4,82.3,9.5
675.4,47.4,70.7,11.7
1430.0,83.4,96.5,10.3
980.8,75.0,68.8,11.0
960.3,62.3,68.7,13.0
298.2,18.1,62.3,15.3
293.7,29.3,59.0,9.8
950.9,65.8,77.5,10.8
939.4,61.2,61.5,14.5
586.6,51.5,65.5,10.1
818.3,41.3,86.7,13.2
987.4,47.8,80.4,14.9
538.0,29.8,71.4,14.6
568.7,34.3,72.9,13.2
453.1,21.5,76.9,15.9
1174.4,62.3,79.3,13.8
238.5,20.2,74.0,9.2
413.8,40.3,49.6,12.0
722.3,39.1,68.8,15.6
188.7,20.3,58.8,9.2
1024.5,64.2,83.2,11.1
153.4,8.8,68.1,14.9
482.6,36.6,65.9,11.6
389.7,32.6,69.5,10.0
752.0,43.0,69.7,14.5
1038.2,75.9,81.4,9.7
302.7,12.6,87.8,15.9
258.7,19.2,67.7,11.5
582.5,26.0,83.1,15.6
402.4,22.2,79.7,13.2
1183.8,47.0,92.6,15.8
370.4,25.3,70.2,12.1
644.5,36.2,72.0,14.3
926.9,50.1,77.4,13.8
711.3,38.8,71.6,14.8
765.7,57.0,74.8,10.4
264.7,14.1,78.1,13.9
565.7,40.1,57.9,14.1
603.7,33.5,72.8,14.3
1011.6,51.2,73.3,15.6
911.0,57.7,70.8,12.9
187.9,17.0,65.7,9.7
180.5,12.7,60.9,13.6
498.9,42.4,46.1,14.8
195.1,12.3,65.7,14.0
403.4,28.2,70.2,11.8
754.8,60.5,64.7,11.2
237.8,15.5,66.1,13.5
791.0,46.3,71.7,13.8
223.6,14.2,66.2,13.8
94.4,6.5,73.1,11.5
309.0,17.6,65.6,15.5
392.9,25.7,80.7,11.0
850.6,54.8,69.5,12.9
677.9,38.6,68.3,14.9
357.5,29.0,70.1,10.2
731.4,40.3,69.4,15.1
559.0,52.9,65.2,9.4
528.4,30.5,67.6,14.8
491.8,26.0,73.9,14.8
597.1,52.7,72.6,9.0
558.5,27.6,74.2,15.8
557.0,44.4,72.3,10.1
480.0,27.4,83.1,12.2
407.7,31.5,75.9,9.9
598.1,47.2,49.4,14.8
785.4,74.2,65.4,9.4
179.0,15.7,61.0,10.8
770.9,45.8,68.4,14.3
903.9,54.0,65.0,14.9
302.6,17.6,74.3,13.4
515.4,37.2,58.8,13.6
820.1,47.2,65.5,15.4
92.3,9.3,63.1,9.1
406.0,29.8,76.8,10.3
824.4,44.8,84.7,12.6
990.0,58.0,69.4,14.2
1121.9,49.7,82.5,15.9
209.0,12.4,62.0,15.7
699.9,38.0,68.5,15.6
653.4,49.5,77.6,9.9
511.0,30.0,84.4,11.7
1239.6,80.1,83.8,10.7
166.7,19.1,50.1,10.1
661.8,38.6,69.5,14.3
429.4,29.4,54.7,15.5
514.0,32.5,76.0,12.0
578.6,30.5,71.7,15.3
466.5,37.0,49.1,14.9
484.7,33.8,65.9,12.6
498.9,43.2,69.2,9.7
570.1,32.3,79.3,12.9
261.0,17.0,79.6,11.2
573.3,37.3,57.3,15.5
775.1,35.6,87.0,14.5
987.6,48.0,93.8,12.7
142.4,13.2,62.5,10.0
358.4,28.3,55.2,13.3
269.9,24.1,59.5,10.9
562.4,40.1,59.8,13.6
941.2,59.1,63.8,14.5
64.9,5.5,57.9,11.7
166.0,8.9,72.1,15.0
1152.5,70.9,74.4,12.7
284.8,20.5,70.0,11.5
138.0,9.3,57.5,14.9
612.1,48.2,71.6,10.3
486.3,19.1,92.7,15.9
438.2,31.5,76.5,10.5
759.6,49.6,79.3,11.2
850.1,65.5,67.4,11.2
257.5,19.3,63.0,12.3
996.6,58.9,71.8,13.7
785.3,52.3,61.6,14.1
1404.5,58.6,91.7,15.2
552.0,54.6,56.5,10.4
1223.0,59.5,84.5,14.1
719.9,48.2,61.2,14.1
605.3,33.2,70.5,15.0
289.5,20.3,54.9,15.0
126.5,7.4,83.9,11.8
1041.7,74.2,83.2,9.8
251.6,17.3,82.4,10.2
1068.5,78.4,71.6,11.0
199.9,13.4,71.1,12.2
977.0,69.9,63.6,12.7
871.2,68.2,70.1,10.6
308.3,22.6,64.2,12.3
537.8,43.3,62.8,11.4
494.1,40.0,69.9,10.2
618.4,45.5,61.6,12.8
538.4,33.8,60.5,15.2
109.7,9.0,55.4,12.7
506.5,30.8,74.9,12.7
334.1,26.7,62.2,11.7
422.6,30.8,53.9,14.7
448.6,36.6,70.7,10.0
492.5,36.7,71.0,11.0
846.0,45.7,78.4,13.7
794.8,71.8,65.4,9.8
850.1,61.2,66.2,12.1
750.9,51.8,71.9,11.7
347.2,20.9,69.9,13.8
159.5,10.1,59.9,15.3
866.5,49.1,79.8,12.8
159.3,10.7,74.9,11.5
421.5,30.6,66.4,12.0
924.1,54.4,64.6,15.2
738.7,61.0,54.2,12.9
376.1,23.2,74.0,12.7
724.1,54.0,75.4,10.3
291.3,22.3,72.3,10.5
102.1,8.4,59.2,12.0
59.6,4.4,57.5,13.8
947.3,65.4,61.1,13.7
399.7,30.7,57.3,13.2
622.8,66.0,55.5,9.8
251.5,21.8,66.1,10.1
478.3,31.6,64.4,13.6
227.5,17.1,77.9,9.9
231.7,12.1,79.2,14.0
1022.6,72.6,75.9,10.7
700.0,38.8,74.5,14.0
398.4,40.8,51.8,10.9
394.7,26.2,57.1,15.3
949.4,82.6,68.9,9.7
800.8,44.6,73.6,14.1
388.7,34.3,57.1,11.5
133.8,7.9,72.8,13.5
190.4,13.0,71.7,11.8
331.3,19.3,67.1,14.8
109.3,6.5,67.9,14.4
1198.7,56.0,81.3,15.3
290.4,21.6,67.5,11.5
386.2,26.9,71.9,11.6
720.9,80.3,52.4,9.9
138.8,7.1,76.5,14.9
135.1,7.3,74.4,14.5
303.1,17.7,82.5,12.0
389.0,29.7,72.7,10.4
982.3,57.2,68.2,14.6
262.8,26.7,63.1,9.0
363.5,23.7,72.8,12.2
159.6,10.9,68.1,12.5
155.5,11.3,66.0,12.1
971.5,62.3,77.0,11.7
221.8,17.6,66.7,10.9
1044.2,64.8,71.4,13.1
545.6,29.5,69.0,15.5
358.6,28.9,58.0,12.4
405.5,22.0,80.4,13.2
552.4,51.6,58.3,10.6
956.8,61.6,69.1,13.0
813.2,74.7,65.2,9.7
1186.3,59.8,99.4,11.6
417.5,24.5,73.8,13.4
867.9,47.6,74.0,14.3
411.4,25.9,85.2,10.8
381.9,29.9,67.3,11.0
675.6,46.9,58.9,14.2
233.1,13.2,76.3,13.4
496.5,36.9,71.5,10.9
961.2,58.4,76.9,12.4
557.6,29.4,76.7,14.3
761.2,63.5,74.7,9.3
434.2,37.5,54.8,12.2
502.2,24.0,81.6,14.9
467.1,33.7,64.8,12.4
185.3,10.3,71.1,14.6
67.9,6.6,54.1,11.0
263.9,13.9,71.5,15.4
1297.4,94.6,83.9,9.5
993.4,76.7,70.2,10.7
441.0,32.3,57.7,13.7
837.8,75.0,67.5,9.6
1115.0,48.6,85.3,15.6
321.8,19.7,68.5,13.8
670.3,45.8,77.3,11.0
992.4,63.0,71.0,12.9
1013.8,69.0,81.6,10.4
815.5,53.3,64.7,13.7
88.6,5.8,70.7,12.6
501.0,23.9,77.9,15.6
813.4,41.8,74.6,15.1
221.0,17.3,71.5,10.3
1053.9,70.3,75.8,11.5
1131.0,54.0,88.3,13.7
840.6,57.1,80.9,10.5
571.1,50.3,49.2,13.4
897.6,50.4,81.8,12.6
1252.0,50.4,91.6,15.7
939.7,45.6,74.8,16.0
433.1,26.9,77.1,12.1
155.2,9.6,76.7,12.2
645.7,51.0,59.1,12.4
577.4,32.7,64.9,15.8
564.9,31.9,84.1,12.2
152.5,15.5,56.7,10.1
69.9,8.1,38.3,13.0
937.2,63.5,66.0,13.0
451.7,34.2,59.2,12.9
497.7,41.3,68.5,10.2
373.5,21.0,73.6,14.0
888.5,72.7,74.0,9.6
287.7,18.4,75.6,12.0
168.4,11.2,82.5,10.6
168.3,9.6,68.9,14.7
634.7,32.3,74.5,15.3
1004.7,66.1,68.9,12.8
701.2,51.5,66.0,11.9
614.1,42.3,60.7,13.8
296.3,21.3,69.0,11.7
765.7,50.3,79.1,11.1
517.5,23.3,83.8,15.3
1026.0,82.3,70.8,10.2
465.4,35.8,60.1,12.5
287.0,22.1,58.1,12.9
776.0,54.4,64.2,12.9
735.7,38.0,79.4,14.1
768.0,47.4,78.6,11.9
999.4,64.7,69.4,12.9
76.1,6.3,50.8,13.6
629.8,33.6,86.3,12.6
336.5,28.7,71.0,9.6
290.5,20.5,70.7,11.6
291.2,14.4,75.2,15.6
856.5,48.8,72.3,14.1
718.6,53.6,66.6,11.7
538.5,30.8,63.8,15.9
688.6,33.3,93.8,12.8
380.1,26.2,78.9,10.7
1380.8,87.9,90.0,10.1
504.7,44.0,57.0,11.7
395.7,20.3,75.1,15.1
516.4,27.7,76.7,14.1
360.9,20.8,63.9,15.7
95.3,6.2,56.3,15.8
745.0,60.8,57.5,12.4
614.3,41.5,65.7,13.1
489.8,32.0,82.4,10.8
320.7,19.1,76.2,12.8
922.8,55.4,78.3,12.3
452.4,28.4,58.9,15.7
181.7,11.1,70.0,13.5
407.1,26.3,63.0,14.3
895.2,54.6,64.8,14.7
1045.3,57.9,71.5,14.6
659.3,42.7,78.8,11.4
95.0,11.5,47.5,10.1
518.3,35.0,64.8,13.3
939.1,72.1,74.6,10.1
1233.7,72.0,85.5,11.6
1087.3,62.7,77.7,12.9
638.7,48.1,71.2,10.8
105.5,5.7,70.8,15.3
1013.1,49.6,78.8,15.0
349.6,25.1,70.0,11.5
110.6,12.4,48.9,10.5
752.0,63.6,69.4,9.9
996.1,50.9,74.7,15.2
575.8,46.6,63.0,11.4
144.3,13.3,68.0,9.3
861.8,43.1,74.1,15.6
526.5,33.6,89.5,10.1
994.5,48.6,84.5,14.0
389.1,34.1,64.0,10.3
972.8,55.1,66.4,15.4
628.3,35.5,87.4,11.7
117.6,11.1,66.9,9.2
77.5,5.5,62.4,13.1
486.3,26.2,68.2,15.8
627.2,28.2,87.3,14.7
488.3,44.2,66.3,9.7
209.9,18.0,68.0,10.0
741.0,47.6,87.0,10.4
536.0,26.9,90.3,12.8
1158.6,65.4,82.2,12.5
242.9,19.4,75.6,9.6
511.5,24.1,78.0,15.8
381.4,35.6,55.8,11.1
166.1,13.4,67.1,10.7
1034.7,58.6,69.1,14.8
495.6,31.4,57.7,15.8
895.9,67.9,71.2,10.7
157.4,9.9,82.1,11.2
300.0,25.4,62.2,11.0
154.1,12.3,62.8,11.6
765.4,44.0,66.8,15.1
282.7,20.1,51.1,16.0
1029.3,83.3,76.3,9.4
820.9,61.0,65.8,11.9
579.1,31.4,71.9,14.9
1035.5,56.6,68.7,15.4
1182.3,54.8,80.5,15.5
259.0,15.9,59.6,15.8
922.7,59.6,80.5,11.1
327.9,18.4,69.0,15.0
215.8,19.4,51.1,12.6
494.2,27.8,71.3,14.4
569.0,35.4,86.4,10.8
380.7,23.6,76.3,12.2
221.7,11.0,76.8,15.2
99.3,4.3,89.9,14.7
469.9,30.5,76.6,11.7
300.1,16.2,67.8,15.8
504.9,37.4,63.1,12.4
450.5,35.1,76.4,9.7
110.1,6.2,70.9,14.6
108.1,8.2,73.8,10.3
332.2,22.9,68.2,12.3
105.5,5.6,91.6,11.9
633.4,82.5,43.8,10.1
628.8,60.3,44.2,13.7
321.1,23.5,63.9,12.4
649.9,38.3,88.4,11.1
595.7,64.3,44.9,12.0
231.1,14.5,79.5,11.6
176.3,10.4,66.0,14.9
950.7,82.8,69.0,9.6
787.2,43.7,69.9,14.9
315.4,19.7,66.2,14.0
325.9,26.9,66.8,10.5
708.6,52.4,53.9,14.5
213.2,18.9,50.3,13.0
509.5,25.7,75.0,15.3
395.2,30.0,65.5,11.7
296.0,20.9,69.4,11.8
402.8,25.2,61.2,15.1
577.5,54.8,60.3,10.1
635.2,42.8,75.4,11.4
1061.3,54.3,80.4,14.1
814.1,51.5,84.7,10.8
423.7,30.2,65.0,12.5
237.6,13.3,65.9,15.7
543.1,30.0,78.1,13.4
1282.5,67.9,84.7,12.9
665.9,44.5,66.2,13.1
748.0,66.5,56.2,11.6
1208.6,71.6,80.3,12.2
1016.7,70.7,79.0,10.5
198.1,11.9,77.7,12.5
655.5,48.0,54.9,14.4
145.5,11.0,76.6,10.0
529.9,29.2,70.7,14.9
210.3,11.6,69.9,15.0
277.0,18.6,66.4,13.0
210.2,14.3,82.7,10.3
1034.3,49.4,87.3,13.9
336.2,18.0,70.7,15.3
548.8,26.4,95.0,12.7
1066.9,72.4,77.2,11.1
188.2,15.4,52.6,13.4
451.3,32.5,73.4,10.9
404.5,25.1,71.4,13.1
516.3,30.7,69.4,14.0
469.0,43.9,62.0,10.0
527.0,29.6,67.7,15.2
418.5,44.2,54.1,10.1
443.7,40.9,63.4,9.9
227.0,15.1,59.2,14.7
236.7,21.2,63.6,10.2
217.6,17.2,58.7,12.4
803.6,51.3,71.1,12.8
324.7,25.6,69.5,10.6
1092.9,89.1,74.8,9.5
605.2,36.8,70.7,13.5
1112.8,55.0,96.0,12.2
624.5,37.1,72.2,13.5
216.1,14.1,63.2,14.0
808.6,56.1,74.1,11.3
546.6,49.7,65.9,9.7
180.0,9.0,73.9,15.7
548.5,44.3,60.8,11.8
579.8,34.7,69.4,13.9
646.6,46.1,55.7,14.6
98.5,7.2,69.8,11.3
434.9,31.2,75.2,10.8
170.5,11.1,67.9,13.1
114.8,10.0,71.2,9.3
447.3,32.0,82.2,9.9
1021.5,54.3,74.1,14.7
608.0,66.7,55.2,9.6
161.3,11.0,73.7,11.5
400.3,33.9,70.7,9.7
384.4,28.5,61.6,12.7
353.5,24.8,63.8,12.9
436.8,36.0,69.7,10.1
796.5,42.1,88.0,12.5
347.9,27.7,47.5,15.3
467.3,22.1,80.2,15.3
846.9,46.6,68.0,15.5
670.4,45.4,66.5,12.9
762.7,38.6,74.2,15.4
708.3,59.6,63.0,10.9
634.5,30.1,82.7,14.8
566.3,31.9,66.0,15.6
633.8,49.1,73.1,10.2
211.0,13.8,69.7,12.7
912.7,66.6,64.5,12.3
677.7,66.2,60.5,9.8
178.6,15.0,72.2,9.6
399.0,29.1,66.3,12.0
426.8,25.1,72.0,13.7
953.6,51.4,69.5,15.5
428.0,33.7,60.0,12.3
612.8,40.9,63.5,13.7
1002.0,78.6,73.1,10.1
402.4,31.6,58.1,12.7
88.8,4.5,76.5,15.0
928.6,58.2,68.0,13.6
414.7,22.8,73.8,14.3
287.4,26.7,59.4,10.5
385.5,21.4,70.1,14.9
854.2,40.2,84.3,14.6
285.4,14.5,72.5,15.7
910.9,56.4,69.6,13.4
1139.3,89.0,81.3,9.1
756.3,45.3,72.2,13.4
758.6,49.2,57.6,15.5
85.7,9.3,58.5,9.2
422.4,32.7,53.9,13.9
410.6,31.4,61.1,12.4
850.6,93.4,56.8,9.3
836.2,76.6,69.7,9.1
812.9,65.5,64.4,11.2
389.9,20.5,80.0,13.8
932.0,46.7,76.0,15.2
809.7,59.2,61.9,12.8
329.4,20.6,68.3,13.6
188.8,11.9,62.3,14.8
894.7,42.3,77.6,15.8
513.3,49.4,61.7,9.7
334.8,33.3,62.1,9.4
129.6,8.6,76.4,11.5
980.1,60.1,64.3,14.7
917.1,50.9,78.4,13.3
561.3,37.8,59.1,14.5
953.8,52.7,72.4,14.5
1059.6,72.1,70.9,12.0
499.7,48.3,62.9,9.5
735.4,63.6,59.3,11.3
628.5,50.6,70.9,10.2
415.4,29.9,66.9,12.0
1106.8,59.2,74.1,14.6
654.1,48.6,56.9,13.7
945.5,67.0,68.9,11.9
83.1,4.6,65.5,15.9
527.5,36.5,76.0,11.0
475.7,28.9,63.8,14.9
1091.7,77.0,74.9,11.0
1028.7,45.7,81.6,16.0
251.1,20.0,73.1,10.0
485.7,34.5,70.2,11.6
574.6,31.2,89.7,11.9
460.6,30.7,72.0,12.1
559.5,48.6,70.5,9.5
421.3,20.8,78.1,15.0
837.3,48.3,66.6,15.1
298.1,19.7,62.5,14.0
675.5,42.2,76.4,12.1
177.8,11.3,67.7,13.4
105.7,11.7,54.5,9.6
969.9,56.5,80.2,12.4
459.7,29.6,71.8,12.5
97.1,9.6,60.1,9.8
522.7,27.7,71.4,15.3
882.3,63.4,89.0,9.1
205.5,19.0,48.0,13.1
1321.4,53.1,90.2,16.0
899.1,82.1,62.0,10.2
961.3,74.6,73.9,10.1
163.4,8.9,75.7,14.0
278.6,27.4,63.2,9.3
239.3,20.3,58.5,11.7
676.6,64.5,44.8,13.6
1088.6,51.1,84.0,14.7
514.0,35.9,76.6,10.8
603.7,54.9,69.2,9.2
1001.2,55.1,71.8,14.7
688.0,35.8,82.2,13.5
836.7,50.0,67.4,14.4
758.9,49.6,56.5,15.7
925.1,46.2,76.7,15.1
863.0,56.2,74.9,11.9
262.6,14.5,77.6,13.5
268.7,16.3,79.5,12.0
760.0,49.2,71.1,12.6
275.4,23.8,67.8,9.9
218.4,13.0,73.2,13.3
885.8,82.0,65.7,9.5
922.6,75.0,71.0,10.0
203.5,13.5,55.0,15.9
890.2,68.2,76.1,9.9
1158.8,87.1,77.9,9.9
548.7,53.6,58.6,10.1
547.9,38.8,56.2,14.6
462.0,22.0,82.5,14.8
351.3,25.2,64.8,12.5
565.3,32.0,71.8,14.2
661.0,42.3,69.3,13.1
620.6,49.3,64.1,11.4
202.5,10.7,87.1,12.6
438.4,35.3,65.1,11.1
103.9,9.0,57.7,11.6
103.1,6.2,64.6,14.8
454.8,31.5,71.4,11.7
279.9,19.5,66.2,12.5
550.7,47.8,51.2,13.0
995.1,74.3,69.0,11.2
848.6,68.4,68.5,10.5
586.8,51.0,52.0,12.8
551.2,47.6,74.0,9.1
909.0,48.7,76.4,14.2
571.3,59.1,60.2,9.3
75.8,4.2,71.9,14.5
813.5,51.0,69.1,13.4
480.5,26.3,71.0,14.9
228.7,15.1,57.6,15.3
415.5,35.6,54.6,12.4
759.1,53.8,73.2,11.2
526.4,47.2,59.1,10.9
828.0,43.5,75.5,14.6
945.4,69.1,79.1,10.0
385.3,16.1,95.6,14.5
820.1,52.6,74.3,12.1
532.0,33.8,75.0,12.1
575.3,37.1,71.9,12.5
1019.6,92.0,68.5,9.4
559.0,40.7,77.8,10.2
256.4,13.1,74.2,15.3
654.1,47.0,52.3,15.4
101.7,8.2,56.3,12.7
157.1,16.5,58.2,9.5
160.7,17.4,55.1,9.7
326.3,22.9,70.2,11.7
749.3,48.5,75.1,11.9
362.4,30.7,65.4,10.4
993.2,81.4,78.4,9.0
373.9,30.2,71.5,10.0
383.5,31.5,45.5,15.5
434.5,26.4,69.5,13.7
1027.5,51.1,85.9,13.6
692.4,42.0,71.2,13.4
137.2,10.2,65.2,11.9
250.8,20.8,65.0,10.8
137.6,10.9,72.0,10.1
759.8,78.7,61.4,9.1
663.9,33.6,78.4,14.6
1382.2,62.3,95.9,13.4
787.8,51.7,60.4,14.6
720.5,43.4,70.9,13.6
107.0,6.1,79.3,12.9
347.7,16.0,82.7,15.2
249.9,18.1,78.7,10.1
933.8,60.9,73.6,12.1
761.5,49.4,65.6,13.6
676.2,73.0,47.7,11.2
642.6,59.9,58.0,10.7
1180.7,69.3,93.7,10.5
1183.0,56.9,77.9,15.5
341.2,31.3,60.1,10.5
149.7,11.3,83.6,9.2
622.4,37.4,77.0,12.5
